strategy,start_date,end_date,observations,years,final_wealth,cumulative_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,hit_rate,average_daily_return,average_profit,average_loss,profit_loss_ratio,best_day,worst_day
Classical MACD,1981-05-18,2026-09-04,11418,45.29774127310061,2.301913566759151,1.301913566759151,0.018576221690432826,0.036876809792368695,0.517455678760327,0.7232095396161502,-0.17154360731262963,0.10828862690626875,0.5278507619548082,7.5722677149308e-05,0.0016253436681023976,-0.0016567139231983587,0.9810647724651221,0.013684834126502751,-0.02882666546999996
